ID,KOR,ENG,JPN,TAI,KOR,ENG,JPN,TAI
DESC_1560,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1561,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1562,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1563,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1564,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1565,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1566,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1567,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1568,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1569,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1570,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1571,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1572,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1573,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1574,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1575,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1576,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1577,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1578,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1579,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1580,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1581,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1582,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1583,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1584,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1585,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1586,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1587,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1588,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1589,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1590,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1591,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1592,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1593,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1594,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1595,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1596,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1597,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1598,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1599,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1600,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1601,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1602,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1603,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1604,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1605,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1606,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1607,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1608,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1609,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1610,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1611,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1612,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1613,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1614,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1615,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1616,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1617,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1618,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1619,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1620,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1621,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1622,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1623,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1624,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1625,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1626,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1627,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1628,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1629,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1630,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1631,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1632,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1633,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1634,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1635,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1636,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1637,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1638,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1639,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1640,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1641,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1642,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1643,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1644,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1645,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1646,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1647,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1648,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1649,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1650,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1651,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1652,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1653,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1654,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1655,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1656,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1657,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1658,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1659,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1660,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1661,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1662,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1663,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1664,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1665,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1666,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1667,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1668,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1669,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1670,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1671,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1672,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1673,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1674,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1675,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1676,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1677,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1678,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1679,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1680,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1681,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1682,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1683,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1684,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1685,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1686,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1687,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1688,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1689,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1690,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1691,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1692,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1693,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1694,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1695,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1696,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1697,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1698,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1699,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1700,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1701,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1702,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1703,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1704,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1705,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1706,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1707,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1708,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1709,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1710,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1711,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1712,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1713,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1714,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1715,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1716,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1717,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1718,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1719,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1720,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1721,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1722,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1723,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1724,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1725,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1726,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1727,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1728,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1729,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1730,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1731,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1732,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1733,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1734,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1735,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1736,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1737,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1738,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1739,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1740,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1741,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1742,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1743,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1744,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1745,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1746,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1747,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1748,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1749,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1750,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1751,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1752,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1753,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1754,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1755,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1756,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1757,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1758,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1759,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1760,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1761,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1762,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1763,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1764,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1765,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1766,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1767,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1768,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1769,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1770,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1771,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1772,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1773,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1774,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1775,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1776,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1777,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1778,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1779,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1780,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1781,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1782,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1783,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1784,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1785,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1786,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1787,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1788,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1789,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1790,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1791,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1792,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1793,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1794,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1795,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1796,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1797,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1798,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1799,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1800,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1801,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1802,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1803,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1804,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1805,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1806,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1807,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1808,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1809,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1810,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1811,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1812,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1813,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1814,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1815,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1816,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1817,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1818,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1819,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1820,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1821,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1822,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1823,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1824,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1825,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1826,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1827,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1828,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1829,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1830,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1831,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1832,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1833,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1834,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1835,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1836,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1837,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1838,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1839,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1840,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1841,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1842,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1843,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1844,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1845,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1846,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1847,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1848,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1849,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1850,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1851,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1852,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1853,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1854,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1855,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1856,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1857,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1858,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1859,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1860,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1861,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1862,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1863,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1864,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1865,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1866,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1867,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1868,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1869,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1870,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1871,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1872,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1873,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1874,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1875,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1876,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1877,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1878,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1879,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1880,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1881,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1882,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1883,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1884,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1885,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1886,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1887,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1888,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1889,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1890,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1891,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1892,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1893,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1894,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1895,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1896,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1897,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1898,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1899,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1900,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1901,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1902,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1903,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1904,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1905,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1906,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1907,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1908,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1909,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1910,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1911,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1912,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1913,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1914,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1915,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1916,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
DESC_1917,Korean,English,Japanese,Tailand,Korean,English,Japanese,Tailand
